[欧美私人订制] 最懂你的欧美推荐 每日更新35首,欧美,介绍：收藏专属于你的欧美日推每天和喜欢的欧美音乐不期而遇,172万,118600800,35,15913
《绝地枪神》可安利歌单【实时更新单曲】,欧美-韩语-流行,介绍：橙光游戏《绝地枪神》的可安利歌单，作者：月尽星回我是作者星星的助理秃头，关于游戏或者bgm有问题问我就好，歌单会随着更新一起更新，一直不断更新摘取《绝地枪神》金泰亨的精彩片段“先陪你泰亨哥哥谈场恋爱 再搞事业行不行”“不然边谈恋爱边搞事业我也可以”“奖杯归你 你归我”“，泰亨哥哥，是我和小里妹妹的情侣称呼”摘取《绝地枪神》田柾国的精彩片段“我向她承诺的，而我也做到了。”“给她一场轰轰烈烈的告白是我的诺言。”“她是人间烟火，燃尽我这一身狼狈。”“于是，她对我独一且无二。”“是任何人也无可比拟的。”摘取《绝地枪神》闵玧其精彩片段“星星亮吗。”“星星还亮吗。”“糖甜吗。”“糖还甜吗。”“喜欢我吗。”“还喜欢吗。”斗转星移，你还是我的小朋友,15,96,36,1
绅士们 / The Gentlemen | 电影原声,影视原声-英伦-欧美,介绍：• 电影The Gentlemen/绅士们本片讲述一个英国毒枭准备将他盈利丰厚的帝国卖给美国俄克拉荷马亿万富翁。麦康纳饰演这位欲将金盆洗手的毒枭，道克瑞饰演毒枭妻子。戈尔丁饰演一位越南黑帮。格兰特饰演一位拍到毒枭暗箱交易过程照片，欲用此来威胁毒枭的摄影师。法瑞尔的角色名为“Coach”，他是一位综合格斗训练师。（豆瓣）An American expat tries to sell off his highly profitable marijuana empire in London， triggering plots， schemes， bribery and blackmail in an attempt to steal his domain out from under him.(IMDB)Tag:盖里奇/ 马修麦康纳/绅士们原声/绅士们配乐/绅士们电影/The Gentlemen/2020电影,425,13325,30,18
打球必备歌单‖持续更新,欧美-电子-运动,介绍：打球必须有节奏的音乐，这份歌单满足你,11,91,63,评论
夜行电台 归家/作业向,欧美-华语-日语,介绍：这是夜行电台里放过的歌曲 可能有些找不到的歌就没法了作业/归家向的夜晚苦情歌,23,101,16,评论
大壮视频专用唯美清新电子,电子-欧美,介绍：大壮专用清新电子,4,92,56,1
「新」滚石杂志:史上最伟大的500首歌曲,欧美-经典-榜单,介绍：“史上最伟大的500首歌曲”是美国《滚石》杂志2004年12月发行的第963期特刊。这份名单是根据摇滚音乐家、评论家和业界人士的投票整理而成的，共有273名摇滚音乐家、乐评人和业内人士参与投票。2010年5月，《滚石》杂志更新了榜单，以特刊和网络形式发布。该榜单与2004年的版本有所不同，增加了26首歌曲。入选歌曲的年份​统计:​1940s – 1首(0.2%)1950s – 68首(13.6%)1960s – 196首(39.2%)1970s – 131首(26.2%)1980s – 55首(11%)1990s – 22首(4.4%)2000s – 27首(5.4%)​​入选歌曲最多的艺术家统计:The Beatles – 23首The Rolling Stones – 14首Bob Dylan – 13首Elvis Presley – 11首U2 – 8首发现目前很多类似歌单，大多都是以旧榜单为主并且不完整，有的则音质不佳，体验效果极差。个别听众甚至会被错误的曲序所误导，出于种种原因单主重新制作了一份新版的滚石杂志的榜单。本歌单严格按照杂志顺序排列，并校验多次，曲序无任何问题。,1115,9818,500,36
Metro Boomin往上摸你哥！,欧美-说唱-兴奋,介绍：Metro Boomin Wants Some More Ni**a！,78,1716,479,3
『欧美精选』你离成功就差一首EDM,欧美-电子-兴奋,介绍：为你的生活加亿点点BGM吧 !Plz Always trust Ur spirit .☆,8,85,30,1
Audimus Records | 电子厂牌,欧美-电子-舞曲,介绍：Audimus Records是一个主要以Future Music为主的电子音乐厂牌。（排序目前并非按照发行时间，后面会调整）（陆续更新中）,9,87,44,6
【优质安静】适合一个人听的歌单,安静-夜晚-欧美,介绍：“在这吵杂的世界里，只喜欢静静的听歌”,1039,1699,1000,评论
YELLOW CLAW 直播 3.21 (LIVE FROM BALI),欧美-电子-舞曲,介绍：QUARANTINE SET 2 （隔离期set 2)云村未收录歌曲:Yellow Claw & Julia Wu - Take me back,11,87,58,评论
Cloud Rap丨云雾缭绕，Lo-fi丧生,欧美-电子,介绍：利用lofi造成一种云雾环绕的氛围，属于Hip hop,9,85,20,7
夏日心动 | 内心深处最柔软的美好,欧美-流行-清新,介绍：等夏天的时候，一起去喝冰啤酒吧，去路边摊买醉，去炎热的沙滩看海浪和晚霞，去赤脚走在凌晨三点的大街上，去追逐少女的裙摆和西瓜味的风，月光浪漫，夏夜漫长。我只想和你挥霍时间，虚度光阴。文案来自@寄与秋日封面：小松菜奈,594,1594,45,9
2010年代最具代表性的50首电音,欧美-电子-榜单,介绍：2010年代(2013~2019)最具代表性的50首电音。viabillboard,374,8680,50,60
「电音」『欧美』火爆电音嗨起来,欧美-电子-流行,介绍：电音党外表的孤独实际上内心是嗨得一批，电音很闹但我瞬间精神了，是吧电音党们？,5,118,60,评论
床 头 蹦 迪,说唱-欧美-华语,无,7,101,58,2
应许之夜。,欧美-爵士-蓝调,介绍：'Round midnight.,15,82,25,3
【冷门女声收集】,欧美-榜单-电子,介绍：冷门亦惊艳 完整100首❤没有喜欢你来找我,10,83,100,4
Main Stage FEB,欧美-电子-酒吧,介绍：高峰时间轰炸和新兴的 Future Hits。Peak time bangers and emerging future hits,134,1435,45,评论
家庭暴力/家暴/悲惨的童年安慰共鸣歌完整版,欧美-伤感-孤独,介绍：《FFF》慎听！有可能会被吓到，是黑金属，语言应是瑞典语。听歌前先看介绍!P.S.《FFF》和《Too Bad》都是摇滚，有人在旁边时请勿外放。像姆爷的歌之类的rap，有人在旁边时也请勿外放。如果只想听一种语言风格的话，主页下面有两种语言分开的歌单。 《她曾活过啊》，还有《Listen》，其实跟家暴没有实锤的联系，但是我太喜欢这首歌了，所以我还是把它们收入进来了。 而那两首《Ghost》也跟家暴没有什么实锤联系，但是也是一首治愈歌曲一首丧歌，我把它们收录在一张歌单里面的部分原因是凑齐两首同名的歌。Justin Bieber的歌要买数字专辑。我将Justin Bieber和Taylor Swift的歌放入同一歌单内只是因为音乐而已，某些粉丝请不要杠。像Kesha的《Emotional》和《杀戮的天使》的OP/ED（《Pray》by 千菅春香，《Vital》by远藤正明）等网易云没有。这首歌单可能过于冗长了，但我非常认真地排了序。这首歌单是帮助身陷家庭暴力无法脱身的人以及家庭破碎父母离婚的甚至被抛弃的人，（包括我自己）在难过和被伤害时候听的安慰和发泄歌曲，歌单中中也有一些致郁歌曲和励志歌曲。也为那些·已经脱离家庭暴力的孩子和成人抚慰内心的伤痕，哪怕一点点也好哦。让我们在这个疯狂的世界互相取暖吧，哪怕一点点温暖也好啊！大家有什么意见尽管在评论区提!封面：殺戮の天使 繁中：杀戮的天使 （简中：X的天使） 英译：Angels of Death 第十三集 I'm not your god.我不是你的神。女主角 Rachel Gardner 瑞吉儿·加德纳 (呢称Ray) ，一只非常可爱的三无萝莉。Bilibili上有删减版，无修版自搜，是一部关于不完美的男女主角在绝望中依靠彼此实现双向救赎的绝美的治愈动漫。,46,1577,674,16
【BUFF加满】银河系终极电竞Mix,欧美-电子,介绍：你最近在玩什么游戏呢？王者荣耀还是英雄联盟？这歌单定会助你再创电竞新高峰！戴上你的耳机，听“银河系终极电竞Mix”一起吃鸡吧！,648,1430,39,1
历年格莱美最佳另类专辑提名名单,欧美,介绍：格莱美最佳另类音乐专辑（Best Alternative Music Album ）是格莱美颁奖典礼上颁发给唱片艺术家的另类优质专辑奖，美国国家录音艺术与科学研究院每年都会在颁奖典礼上颁发多个奖项，以“表彰唱片业的艺术成就、技术水平和全面卓越，不考虑唱片销量和排行榜位置”为标准，并于1991年首次颁发。每张专辑选一首歌作为索引，每年有五张提名专辑且只有一张获奖。track1~track5代表为1991年所提名的专辑，以此类推。每五张专辑的第一个位置为获奖专辑， 按照（y=5k+1）​的计算方法就是所获奖的专辑，e.g.第1、6、11……张都是获奖专辑。2012年获奖专辑【Bon Iver】和1999年提名EP【Airbag／ How am I driving】​资源下架，因此找一首在此专歌曲中的其他版本代替。截至2020年，Radiohead、The White Stripes和Beck共同创造了这一类比赛中获胜次数最多的纪录，各赢3次。两位女性独唱艺术家获得了该奖项，分别是Sinéad O'Connor 和 St. Vincent。迄今已有8项提名的Radiohead和Björk保持了这一类别提名最多的纪录；而Björk也保持了个人艺术家提名最多的纪录，以及未获奖提名最多的纪录。Coldplay获得两次奖项，是唯一一个连续两年获奖的乐队。,29,76,150,15
˜”*°• 1̴0̴0̴%̴ ᴄʜᴇʀʀʏ ꜰʟᴀᴠᴏʀ •°*”˜,欧美-浪漫-电子,介绍：ꜰᴏʀ ᴛʜᴇ ᴠᴇʀᴅᴀɴᴛ ꜱᴜᴍᴍᴇʀ:ᴛʜᴇ ʙᴇᴀᴄʜ ɪɴ ᴛʜᴇ ꜱᴜɴᴛʜᴇ ᴛᴜᴍʙʟɪɴɢ ᴡᴀᴛᴇʀᴛʜᴇ ɪᴄᴇ ᴄʀᴇᴀᴍ ᴡɪᴛʜ ᴀ ᴄʜᴇʀʀʏᴛᴏ ᴀʟʟ ᴛʜᴇ ᴛʀᴇᴀᴄʟᴇ ᴡᴇ’ᴠᴇ ᴛᴀᴋᴇɴᴛʜᴇ ʟᴇᴀᴠᴇꜱ ꜱᴡᴀʏɪɴɢ ɪɴ ᴛʜᴇ ᴡɪɴᴅᴛʜᴇ ᴄʜɪʟᴅʀᴇɴ ᴘʟᴀʏɪɴɢ ɪɴ ᴛʜᴇ ᴄᴏᴜʀᴛʏᴀʀᴅᴛʜᴇ ᴡʜɪꜱᴘᴇʀ ᴜɴᴅᴇʀ ᴛʜᴇ ᴘᴀᴠɪʟɪᴏɴᴛᴏ ᴀʟʟ ᴛʜᴇ ᴍʏꜱᴛᴇʀʏ ᴀɴᴅ ᴛʜᴏᴜɢʜᴛꜱ ᴡᴇ’ᴠᴇ ʜᴀᴅ...- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -ᴄᴏᴠᴇʀ: ᴘʙ ʀ&ʙꜰᴜᴛᴜʀᴇ ʙᴇᴀᴛꜱʟᴏᴜɴɢᴇ ᴍᴜꜱɪᴄʟᴏ-ꜰɪ ʜɪᴘʜᴏᴘᴊᴀᴢᴢ-ʜɪᴘʜᴏᴘᴅᴇᴇᴘ ʜᴏᴜꜱᴇᴘꜱʏᴄʜᴇᴅᴇʟɪᴄ ʀᴏᴄᴋ,41,1367,69,5
【GTA5】电台《洛圣都摇滚台》,欧美-摇滚-游戏,介绍：《侠盗猎车手5》电台《洛圣都摇滚台》歌曲合集，该电台由Kenny Loggins主持，主要播放旧代摇滚风格歌曲，已按照游戏内播放顺序排列。————————————————————————注：歌单内部分歌曲可能并非游戏内使用版本，存在差异。,210,7197,37,2
电影《利刃出鞘》 Knives out影视原声,欧美-影视原声,介绍：电影Knifes out（利刃出鞘）影视原声。,567,23338,29,27
月色朦朦胧胧，你比月亮还温柔,欧美-流行-夜晚,介绍：地球上只有一个月亮，它没有生命，被小行星撞的伤痕累累，却象征着浪漫。今晚有三件事要告诉你：没关系，我一直都在的；不好的东西都会过去的；还有，记住你是被爱的。ps：想做一个温柔的歌单，里面歌都是自己很喜欢的宝藏歌曲，没有选很多歌，是可以循环播放的歌单鸭,1108,6601,39,评论
复古电子｜穿越到80s的迪斯科舞厅,欧美-电子-怀旧,介绍：怀旧复古风电子乐 一起来领略复古的迷幻悠扬吧伴随着这复古的电子节奏，随性起舞,1172,22073,50,评论
【EMO RAP】情绪说唱✘忧郁孤独,欧美-说唱-另类/独立,介绍：什么是EMO？emo是从硬核朋克中分离出来的一种独树一帜的音乐流派，是摇滚音乐的一个分支，特征是注重感情的表达（绝大多数都是消极，悲观，厌世的负面情绪），有时会通过忏悔的歌词表达感情。emo其实是英文emotion(情绪)的缩写，如果说punk是反叛精神的体现，那么emo就是对所受压迫的情绪宣泄，但是并不涉及反抗。emo的音乐风格在整个摇滚体系里也是罕见的，歌者往往在台上举止慵懒，刻意的吐词不清，不断重复相同的歌词，时不时的嘶吼，喊叫，唱到最后说不定还要哭出来，这种标新立异的风格收到了很多其他正统摇滚风格的鄙视，但是这种风格正是emo内核的体现。消极，丧就是emo lifestyle的主旋律。,747,6496,53,2
Vol.151 - 世界之间·科幻特辑,欧美-影视原声,介绍：宇宙之外是什么？绝不会只有宁静。更多的声音徜徉在银河之间，等待被发现。太空战舰在猎户星座旁熊熊燃烧，C射线在天国之门的黑暗里闪耀；月球陨石坑里那串手链，火星某处恣意生长的马铃薯；还有在遥远的银河系，那场永无休止的星际大战……世界尽头，无数块黑石在真空中奏响无名乐章。收下这张票，准备好离开地表，往返于世界之间。by pg&桑 封面 没起,16,73,17,1
Hardstyle音乐资讯,电子-欧美-快乐,介绍：最受欢迎单曲推荐,12,69,29,评论
当女声完美融入电音,欧美-电子-治愈,介绍：其实，当你的面前有阴影时，是因为你的背后是光明。现在吃苦和以后痛苦，你会选择哪一个。每一个不曾起舞的日子，都是对生命的辜负。抬头仰望，可别浪费了月光。,3,74,90,评论
欧美 | 总之岁月漫长 然而值得等待,欧美-流行-摇滚,介绍：希望我的方向是通往自己想去的地方，而不是所谓对的地方；希望我的力量来自内心，而不是别人的赞扬。,1436,6143,46,2
我的天才女友 第1＆2季 L'amica geniale,欧美-流行-影视原声,介绍：我的天才女友 第二季L'amica genialeMy Brilliant Friend美国 意大利 / HBO / 剧情根据埃莱娜·费兰特“那不勒斯四部曲”改编第一季首播：2018-09-01（威尼斯电影节）/ 共8集根据埃莱娜·费兰特“那不勒斯四部曲”第一部《我的天才女友》改编成长在那不勒斯一个破败的社区，莱农和莉拉从小成为了好朋友。他们形影不离，彼此信赖。莉拉聪明漂亮，又无所畏惧，莱农深深羡慕着她，也为她的过人的天赋和勇敢的性格所吸引着。在充斥着贫穷和暴力的生活环境之下，她们在勇敢地成长。当站在成人世界的大门前，她们开始担忧前方的命运，也在为朦胧的爱情彷徨…第二季 The Story of A New Name首播：2020-02-10（意大利）2020-03-12（美HBO）/ 共8集根据埃莱娜·费兰特“那不勒斯四部曲”第二部《新名字的故事》改编,50,1162,65,评论
